Sentence #,Word,POS,Tag
NaN,того,_,O
NaN,что,_,O
NaN,пишу,_,O
NaN,какой,_,O
NaN,бы,_,O
NaN,шаг,_,O
NaN,он,_,B-per
NaN,ни,_,O
NaN,сделал,_,O
NaN,в,_,O
NaN,жизни,_,O
NaN,что,_,O
NaN,бы,_,O
NaN,ни,_,O
NaN,случилось,_,O
NaN,с,_,O
NaN,ним,_,O
NaN,все,_,O
NaN,шло,_,O
NaN,ему,_,O
NaN,на,_,O
NaN,пользу,_,O
NaN,все,_,O
NaN,обращалось,_,O
NaN,к,_,O
NaN,его,_,B-per
NaN,славе,_,O
Sentence: 230,Но,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,сделал,_,O
Sentence: 231,Я,_,B-per
NaN,не,_,O
NaN,понимаю,_,O
Sentence: 232,Чтонибудь,_,O
NaN,особенное,_,O
NaN,есть,_,O
NaN,в,_,O
NaN,этих,_,O
NaN,словах:,_,O
NaN,Буря,_,O
NaN,мглою,_,O
Sentence: 233,Не,_,O
NaN,понимаю,_,O
Sentence: 234,Повезло,_,O
NaN,повезло,_,O
Sentence: 235,–,_,O
NaN,вдруг,_,O
NaN,ядовито,_,O
NaN,заключил,_,O
NaN,Рюхин,_,B-per
NaN,и,_,O
NaN,почувствовал,_,O
NaN,что,_,O
NaN,грузовик,_,O
NaN,под,_,O
NaN,ним,_,O
NaN,шевельнулся,_,O
NaN,–,_,O
NaN,стрелял,_,O
NaN,стрелял,_,O
NaN,в,_,O
NaN,него,_,O
NaN,этот,_,O
NaN,белогвардеец,_,O
NaN,и,_,O
NaN,раздробил,_,O
NaN,бедро,_,O
NaN,и,_,O
NaN,обеспечил,_,O
NaN,бессмертие,_,O
NaN,теперь,_,O
NaN,после,_,O
NaN,пытки,_,O
NaN,в,_,O
NaN,грузовике,_,O
NaN,он,_,B-per
NaN,впервые,_,O
NaN,остро,_,O
NaN,вгляделся,_,O
NaN,в,_,O
NaN,лицо,_,O
NaN,пирата,_,O
NaN,и,_,O
NaN,понял,_,O
NaN,что,_,O
NaN,тот,_,B-per
NaN,хоть,_,O
NaN,и,_,O
NaN,задает,_,O
NaN,вопросы,_,O
NaN,о,_,O
NaN,Бездомном,_,B-per
NaN,и,_,O
NaN,даже,_,O
NaN,восклицает,_,O
NaN,Айяйяй,_,O
NaN,но,_,O
NaN,по,_,O
NaN,сути,_,O
NaN,дела,_,O
NaN,совершенно,_,O
NaN,равнодушен,_,O
NaN,к,_,O
NaN,судьбе,_,O
NaN,Бездомного,_,B-per
NaN,и,_,O
NaN,ничуть,_,O
NaN,его,_,B-per
NaN,не,_,O
NaN,жалеет,_,O
Sentence: 236,И,_,O
NaN,молодец,_,O
Sentence: 237,И,_,O
NaN,правильно,_,O
NaN,–,_,O
NaN,с,_,O
NaN,цинической,_,O
NaN,самоуничтожающей,_,O
NaN,злобой,_,O
NaN,подумал,_,O
NaN,Рюхин,_,B-per
NaN,Через,_,O
NaN,четверть,_,O
NaN,часа,_,O
NaN,Рюхин,_,B-per
NaN,в,_,O
NaN,полном,_,O
NaN,одиночестве,_,O
NaN,сидел,_,O
NaN,скорчившись,_,O
NaN,над,_,O
NaN,рыбцом,_,O
NaN,пил,_,O
NaN,рюмку,_,O
NaN,за,_,O
NaN,рюмкой,_,O
NaN,понимая,_,O
NaN,и,_,O
NaN,признавая,_,O
NaN,что,_,O
NaN,исправить,_,O
NaN,в,_,O
NaN,его,_,B-per
NaN,жизни,_,O
NaN,уже,_,O
NaN,ничего,_,O
NaN,нельзя,_,O
NaN,а,_,O
NaN,можно,_,O
NaN,только,_,O
NaN,забыть,_,O
Sentence: 238,Поэт,_,B-per
NaN,истратил,_,O
NaN,свою,_,O
NaN,ночь,_,O
NaN,пока,_,O
NaN,другие,_,O
NaN,пировали,_,O
NaN,и,_,O
NaN,теперь,_,O
NaN,понимал,_,O
NaN,что,_,O
NaN,вернуть,_,O
NaN,ее,_,O
NaN,нельзя,_,O
