Sentence #,Word,POS,Tag
NaN,этих,_,O
NaN,словах:,_,O
NaN,Буря,_,O
NaN,мглою,_,O
Sentence: 233,Не,_,O
NaN,понимаю,_,O
Sentence: 234,Повезло,_,O
NaN,повезло,_,O
Sentence: 235,–,_,O
NaN,вдруг,_,O
NaN,ядовито,_,O
NaN,заключил,_,O
NaN,Рюхин,_,O
NaN,и,_,O
NaN,почувствовал,_,O
NaN,что,_,O
NaN,грузовик,_,O
NaN,под,_,O
NaN,ним,_,O
NaN,шевельнулся,_,O
NaN,–,_,O
NaN,стрелял,_,O
NaN,стрелял,_,O
NaN,в,_,O
NaN,него,_,O
NaN,этот,_,O
NaN,белогвардеец,_,O
NaN,и,_,O
NaN,раздробил,_,O
NaN,бедро,_,O
NaN,и,_,O
NaN,обеспечил,_,O
NaN,бессмертие,_,O
NaN,теперь,_,O
NaN,после,_,O
NaN,пытки,_,O
NaN,в,_,O
NaN,грузовике,_,O
NaN,он,_,B-per
NaN,впервые,_,O
NaN,остро,_,O
NaN,вгляделся,_,O
NaN,в,_,O
NaN,лицо,_,O
NaN,пирата,_,O
NaN,и,_,O
NaN,понял,_,O
NaN,что,_,O
NaN,тот,_,O
NaN,хоть,_,O
NaN,и,_,O
NaN,задает,_,O
NaN,вопросы,_,O
NaN,о,_,O
NaN,Бездомном,_,O
NaN,и,_,O
NaN,даже,_,O
NaN,восклицает,_,O
NaN,Айяйяй,_,O
NaN,но,_,O
NaN,по,_,O
NaN,сути,_,O
NaN,дела,_,O
NaN,совершенно,_,O
NaN,равнодушен,_,O
NaN,к,_,O
NaN,судьбе,_,O
NaN,Бездомного,_,O
NaN,и,_,O
NaN,ничуть,_,O
NaN,его,_,O
NaN,не,_,O
NaN,жалеет,_,O
Sentence: 236,И,_,O
NaN,молодец,_,O
Sentence: 237,И,_,O
NaN,правильно,_,O
NaN,–,_,O
NaN,с,_,O
NaN,цинической,_,O
NaN,самоуничтожающей,_,O
NaN,злобой,_,O
NaN,подумал,_,O
NaN,Рюхин,_,O
NaN,Через,_,O
NaN,четверть,_,O
NaN,часа,_,O
NaN,Рюхин,_,O
NaN,в,_,O
NaN,полном,_,O
NaN,одиночестве,_,O
NaN,сидел,_,O
NaN,скорчившись,_,O
NaN,над,_,O
NaN,рыбцом,_,O
NaN,пил,_,O
NaN,рюмку,_,O
NaN,за,_,O
NaN,рюмкой,_,O
NaN,понимая,_,O
NaN,и,_,O
NaN,признавая,_,O
NaN,что,_,O
NaN,исправить,_,O
NaN,в,_,O
NaN,его,_,O
NaN,жизни,_,O
NaN,уже,_,O
NaN,ничего,_,O
NaN,нельзя,_,O
NaN,а,_,O
NaN,можно,_,O
NaN,только,_,O
NaN,забыть,_,O
Sentence: 238,Поэт,_,B-per
NaN,истратил,_,O
NaN,свою,_,O
NaN,ночь,_,O
NaN,пока,_,O
NaN,другие,_,O
NaN,пировали,_,O
NaN,и,_,O
NaN,теперь,_,O
NaN,понимал,_,O
NaN,что,_,O
NaN,вернуть,_,O
NaN,ее,_,O
NaN,нельзя,_,O
Sentence: 239,Стоило,_,O
NaN,только,_,O
NaN,поднять,_,O
NaN,голову,_,O
NaN,от,_,O
NaN,лампы,_,O
NaN,вверх,_,O
NaN,к,_,O
NaN,небу,_,O
NaN,чтобы,_,O
NaN,понять,_,O
NaN,что,_,O
NaN,ночь,_,O
NaN,пропала,_,O
NaN,безвозвратно,_,O
Sentence: 240,Наконец,_,O
NaN,видя,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,брошен,_,O
NaN,и,_,O
NaN,одинок,_,O
NaN,что,_,O
NaN,некому,_,O
NaN,ему,_,O
NaN,помочь,_,O
NaN,Степа,_,O
NaN,сел,_,O
NaN,на,_,O
NaN,кровать,_,O
NaN,и,_,O
NaN,сколько,_,O
NaN,мог,_,O
NaN,вытаращил,_,O
NaN,налитые,_,O
NaN,кровью,_,O
NaN,глаза,_,O
NaN,на,_,O
NaN,неизвестного,_,O
Sentence: 241,Незнакомец,_,O
NaN,дружелюбно,_,O
NaN,усмехнулся,_,O
NaN,Степа,_,O
NaN,тараща,_,O
NaN,глаза,_,O
NaN,увидел,_,O
NaN,что,_,O
NaN,на,_,O
NaN,маленьком,_,O
NaN,столике,_,O
NaN,сервирован,_,O
NaN,поднос,_,O
NaN,на,_,O
NaN,коем,_,O
NaN,имеется,_,O
NaN,нарезанный,_,O
NaN,белый,_,O
NaN,хлеб,_,O
NaN,паюсная,_,O
NaN,икра,_,O
NaN,в,_,O
NaN,вазочке,_,O
NaN,белые,_,O
NaN,маринованные,_,O
NaN,грибы,_,O
NaN,на,_,O
NaN,тарелочке,_,O
NaN,чтото,_,O
NaN,в,_,O
NaN,кастрюльке,_,O
NaN,и,_,O
NaN,наконец,_,O
NaN,водка,_,O
NaN,в,_,O
NaN,объемистом,_,O
NaN,ювелиршином,_,O
NaN,графинчике,_,O
Sentence: 242,Особенно,_,O
NaN,поразило,_,O
NaN,Степу,_,O
NaN,то,_,O
NaN,что,_,O
NaN,графин,_,O
NaN,запотел,_,O
NaN,от,_,O
NaN,холода,_,O
Sentence: 243,–,_,O
NaN,С,_,O
NaN,удовольствием,_,O
Sentence: 244,Вот,_,O
NaN,что,_,O
NaN,недурно,_,O
NaN,было,_,O
NaN,бы,_,O
NaN,разъяснить,_,O
Sentence: 245,Совершенно,_,O
NaN,верно,_,O
NaN,–,_,O
NaN,подумал,_,O
NaN,Степа,_,O
NaN,пораженный,_,O
NaN,таким,_,O
NaN,верным,_,O
NaN,точным,_,O
NaN,и,_,O
NaN,кратким,_,O
NaN,определением,_,O
NaN,Хустова,_,O
Sentence: 246,Да,_,O
NaN,вчерашний,_,O
NaN,день,_,O
NaN,лепился,_,O
NaN,из,_,O
NaN,кусочков,_,O
NaN,но,_,O
NaN,всетаки,_,O
NaN,тревога,_,O
NaN,не,_,O
NaN,покидала,_,O
NaN,директора,_,O
NaN,Варьете,_,O
Sentence: 247,Степа,_,O
NaN,побледнел,_,O
NaN,и,_,O
NaN,заморгал,_,O
NaN,глазами,_,O
NaN,Степа,_,O
NaN,открыл,_,O
NaN,рот,_,O
NaN,–,_,O
NaN,Позвольте,_,O
NaN,с,_,O
NaN,вами,_,O
NaN,рассчитаться,_,O
NaN,–,_,O
NaN,проскулил,_,O
NaN,убитый,_,O
NaN,Степа,_,O
NaN,и,_,O
NaN,стал,_,O
NaN,искать,_,O
NaN,бумажник,_,O
Sentence: 248,Степа,_,O
NaN,взглянул,_,O
NaN,на,_,O
NaN,бумагу,_,O
NaN,и,_,O
NaN,закоченел,_,O
Sentence: 249,Все,_,O
NaN,было,_,O
NaN,на,_,O
NaN,месте,_,O
Sentence: 250,Вопервых,_,O
NaN,собственноручная,_,O
NaN,Степина,_,O
NaN,залихватская,_,O
NaN,подпись,_,O
Sentence: 251,Что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,такое,_,O
NaN,–,_,O
NaN,подумал,_,O
NaN,несчастный,_,O
NaN,Степа,_,O
NaN,и,_,O
NaN,голова,_,O
NaN,у,_,O
NaN,него,_,O
NaN,закружилась,_,O
Sentence: 252,Начинаются,_,O
NaN,зловещие,_,O
NaN,провалы,_,O
NaN,в,_,O
NaN,памяти,_,O
Sentence: 253,Но,_,O
NaN,само,_,O
NaN,собою,_,O
NaN,после,_,O
NaN,того,_,O
NaN,как,_,O
NaN,контракт,_,O
NaN,был,_,O
NaN,предъявлен,_,O
NaN,дальнейшие,_,O
NaN,выражения,_,O
NaN,удивления,_,O
NaN,были,_,O
NaN,бы,_,O
NaN,просто,_,O
NaN,неприличны,_,O
Sentence: 254,Тут,_,O
NaN,он,_,B-per
NaN,взглянул,_,O
NaN,на,_,O
NaN,дверь,_,O
NaN,в,_,O
NaN,кабинет,_,O
NaN,Берлиоза,_,O
NaN,бывшую,_,O
NaN,рядом,_,O
NaN,с,_,O
NaN,передней,_,O
NaN,и,_,O
NaN,тут,_,O
NaN,как,_,O
NaN,говорится,_,O
NaN,остолбенел,_,O
Sentence: 255,На,_,O
NaN,ручке,_,O
NaN,двери,_,O
NaN,он,_,B-per
NaN,разглядел,_,O
NaN,огромнейшую,_,O
NaN,сургучную,_,O
NaN,печать,_,O
NaN,на,_,O
NaN,веревке,_,O
Sentence: 256,Здравствуйте,_,O
Sentence: 257,–,_,O
NaN,рявкнул,_,O
NaN,ктото,_,O
NaN,в,_,O
NaN,голове,_,O
NaN,у,_,O
NaN,Степы,_,O
Sentence: 258,–,_,O
NaN,Этого,_,O
NaN,еще,_,O
NaN,недоставало,_,O
NaN,И,_,O
NaN,тут,_,O
NaN,Степины,_,O
NaN,мысли,_,O
NaN,побежали,_,O
NaN,уже,_,O
NaN,по,_,O
NaN,двойному,_,O
NaN,рельсовому,_,O
NaN,пути,_,O
NaN,но,_,O
NaN,как,_,O
NaN,всегда,_,O
NaN,бывает,_,O
NaN,во,_,O
NaN,время,_,O
NaN,катастрофы,_,O
NaN,в,_,O
NaN,одну,_,O
NaN,сторону,_,O
NaN,и,_,O
NaN,вообще,_,O
NaN,черт,_,O
NaN,знает,_,O
NaN,куда,_,O
Sentence: 259,Головную,_,O
NaN,Степину,_,O
NaN,кашу,_,O
NaN,трудно,_,O
NaN,даже,_,O
NaN,передать,_,O
Sentence: 260,Тут,_,O
NaN,и,_,O
NaN,чертовщина,_,O
NaN,с,_,O
NaN,черным,_,O
NaN,беретом,_,O
NaN,холодной,_,O
NaN,водкой,_,O
NaN,и,_,O
NaN,невероятным,_,O
NaN,контрактом,_,O
NaN,–,_,O
NaN,а,_,O
NaN,тут,_,O
NaN,еще,_,O
NaN,ко,_,O
NaN,всему,_,O
NaN,этому,_,O
NaN,не,_,O
NaN,угодно,_,O
NaN,ли,_,O
NaN,и,_,O
NaN,печать,_,O
NaN,на,_,O
NaN,двери,_,O
Sentence: 261,То,_,O
NaN,есть,_,O
NaN,кому,_,O
NaN,хотите,_,O
NaN,сказать,_,O
NaN,что,_,O
NaN,Берлиоз,_,O
NaN,чтото,_,O
NaN,натворил,_,O
NaN,–,_,O
NaN,не,_,O
NaN,поверит,_,O
NaN,ейей,_,O
NaN,не,_,O
NaN,поверит,_,O
Sentence: 262,Однако,_,O
NaN,печать,_,O
NaN,вот,_,O
NaN,она,_,O
Sentence: 263,Дас,_,O
Sentence: 264,И,_,O
NaN,тут,_,O
NaN,закопошились,_,O
NaN,в,_,O
NaN,мозгу,_,O
NaN,у,_,O
NaN,Степы,_,O
NaN,какието,_,O
NaN,неприятнейшие,_,O
NaN,мыслишки,_,O
NaN,о,_,O
NaN,статье,_,O
NaN,которую,_,O
NaN,как,_,O
NaN,назло,_,O
NaN,недавно,_,O
NaN,он,_,B-per
NaN,всучил,_,O
NaN,Михаилу,_,O
NaN,Александровичу,_,O
NaN,для,_,O
NaN,напечатания,_,O
NaN,в,_,O
NaN,журнале,_,O
Sentence: 265,Немедленно,_,O
NaN,вслед,_,O
NaN,за,_,O
NaN,воспоминанием,_,O
NaN,о,_,O
NaN,статье,_,O
NaN,прилетело,_,O
NaN,воспоминание,_,O
NaN,о,_,O
NaN,какомто,_,O
NaN,сомнительном,_,O
NaN,разговоре,_,O
NaN,происходившем,_,O
NaN,как,_,O
NaN,помнится,_,O
NaN,двадцать,_,O
NaN,четвертого,_,O
NaN,апреля,_,O
NaN,вечером,_,O
NaN,тут,_,O
NaN,же,_,O
NaN,в,_,O
NaN,столовой,_,O
NaN,когда,_,O
NaN,Степа,_,O
NaN,ужинал,_,O
NaN,с,_,O
NaN,Михаилом,_,O
NaN,Александровичем,_,O
Sentence: 266,То,_,O
NaN,есть,_,O
NaN,конечно,_,O
NaN,в,_,O
NaN,полном,_,O
NaN,смысле,_,O
NaN,слова,_,O
NaN,разговор,_,O
NaN,этот,_,O
NaN,сомнительным,_,O
NaN,назвать,_,O
NaN,нельзя,_,O
NaN,не,_,O
NaN,пошел,_,O
NaN,бы,_,O
NaN,Степа,_,O
NaN,на,_,O
NaN,такой,_,O
NaN,разговор,_,O
NaN,но,_,O
NaN,это,_,O
NaN,был,_,O
NaN,разговор,_,O
NaN,на,_,O
NaN,какуюто,_,O
NaN,ненужную,_,O
NaN,тему,_,O
Sentence: 267,Совершенно,_,O
NaN,свободно,_,O
NaN,можно,_,O
NaN,было,_,O
NaN,бы,_,O
NaN,граждане,_,O
NaN,его,_,O
NaN,и,_,O
NaN,не,_,O
NaN,затевать,_,O
Sentence: 268,До,_,O
NaN,печати,_,O
NaN,нет,_,O
NaN,сомнений,_,O
NaN,разговор,_,O
NaN,этот,_,O
NaN,мог,_,O
NaN,считаться,_,O
NaN,совершеннейшим,_,O
NaN,пустяком,_,O
NaN,но,_,O
NaN,вот,_,O
NaN,после,_,O
NaN,печати,_,O
Sentence: 269,У,_,O
NaN,Степы,_,O
NaN,оборвалось,_,O
NaN,сердце,_,O
NaN,он,_,B-per
NaN,пошатнулся,_,O
Sentence: 270,Что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,такое,_,O
Sentence: 271,–,_,O
NaN,подумал,_,O
NaN,он,_,B-per
NaN,–,_,O
NaN,уж,_,O
NaN,не,_,O
NaN,схожу,_,O
NaN,ли,_,O
NaN,я,_,B-per
NaN,с,_,O
NaN,ума,_,O
Sentence: 272,Откуда,_,O
NaN,ж,_,O
NaN,эти,_,O
NaN,отражения,_,O
NaN,–,_,O
NaN,он,_,B-per
NaN,заглянул,_,O
NaN,в,_,O
NaN,переднюю,_,O
NaN,и,_,O
NaN,испуганно,_,O
NaN,закричал:,_,O
NaN,Волосы,_,O
NaN,его,_,O
NaN,шевельнулись,_,O
NaN,и,_,O
NaN,на,_,O
NaN,лбу,_,O
NaN,появилась,_,O
NaN,россыпь,_,O
NaN,мелкого,_,O
NaN,пота,_,O
Sentence: 273,Свет,_,O
NaN,и,_,O
NaN,так,_,O
NaN,слабый,_,O
NaN,в,_,O
NaN,спальне,_,O
NaN,и,_,O
NaN,вовсе,_,O
NaN,начал,_,O
NaN,меркнуть,_,O
NaN,в,_,O
NaN,глазах,_,O
NaN,Степы,_,O
Sentence: 274,Вот,_,O
NaN,как,_,O
NaN,оказывается,_,O
NaN,сходят,_,O
NaN,с,_,O
NaN,ума,_,O
NaN,–,_,O
NaN,подумал,_,O
NaN,он,_,B-per
NaN,и,_,O
NaN,ухватился,_,O
NaN,за,_,O
NaN,притолоку,_,O
Sentence: 275,осведомился,_,O
NaN,Воланд,_,O
NaN,у,_,O
NaN,лязгающего,_,O
NaN,зубами,_,O
NaN,Степы,_,O
NaN,Тут,_,O
NaN,кот,_,O
NaN,выпил,_,O
NaN,водки,_,O
NaN,и,_,O
NaN,Степина,_,O
NaN,рука,_,O
NaN,поползла,_,O
NaN,по,_,O
NaN,притолоке,_,O
NaN,вниз,_,O
Sentence: 276,И,_,O
NaN,тогда,_,O
NaN,спальня,_,O
NaN,завертелась,_,O
NaN,вокруг,_,O
NaN,Степы,_,O
NaN,и,_,O
NaN,он,_,B-per
NaN,ударился,_,O
NaN,о,_,O
NaN,притолоку,_,O
NaN,головой,_,O
NaN,и,_,O
NaN,теряя,_,O
NaN,сознание,_,O
NaN,подумал:,_,O
NaN,Я,_,B-per
NaN,умираю,_,O
NaN,Не,_,O
NaN,зная,_,O
NaN,как,_,O
NaN,поступают,_,O
NaN,в,_,O
NaN,таких,_,O
NaN,случаях,_,O
NaN,Степа,_,O
NaN,поднялся,_,O
NaN,на,_,O
NaN,трясущиеся,_,O
NaN,ноги,_,O
NaN,и,_,O
NaN,пошел,_,O
NaN,по,_,O
NaN,молу,_,O
NaN,к,_,O
NaN,берегу,_,O
Sentence: 277,Тогда,_,O
NaN,Степа,_,O
NaN,отколол,_,O
NaN,такую,_,O
NaN,штуку:,_,O
NaN,стал,_,O
NaN,на,_,O
NaN,колени,_,O
NaN,перед,_,O
NaN,неизвестным,_,O
NaN,курильщиком,_,O
NaN,и,_,O
NaN,произнес:,_,O
NaN,–,_,O
NaN,Умоляю,_,O
NaN,скажите,_,O
NaN,какой,_,O
NaN,это,_,O
NaN,город,_,O
Sentence: 278,–,_,O
NaN,Я,_,B-per
NaN,не,_,O
NaN,пьян,_,O
NaN,–,_,O
NaN,хрипло,_,O
NaN,ответил,_,O
NaN,Степа,_,O
NaN,–,_,O
NaN,я,_,B-per
NaN,болен,_,O
NaN,со,_,O
NaN,мной,_,O
NaN,чтото,_,O
NaN,случилось,_,O
NaN,я,_,B-per
NaN,болен,_,O
Sentence: 279,Где,_,O
NaN,я,_,B-per
Sentence: 280,Какой,_,O
NaN,это,_,O
NaN,город,_,O
Sentence: 281,Некоторое,_,O
NaN,время,_,O
NaN,он,_,B-per
NaN,соображал,_,O
NaN,каким,_,O
NaN,это,_,O
NaN,образом,_,O
NaN,он,_,B-per
NaN,попал,_,O
NaN,в,_,O
NaN,неизвестную,_,O
NaN,комнату,_,O
NaN,с,_,O
NaN,белыми,_,O
NaN,стенами,_,O
NaN,с,_,O
NaN,удивительным,_,O
NaN,ночным,_,O
NaN,столиком,_,O
NaN,из,_,O
NaN,какогото,_,O
NaN,светлого,_,O
NaN,металла,_,O
NaN,и,_,O
NaN,с,_,O
NaN,белой,_,O
NaN,шторой,_,O
NaN,за,_,O
NaN,которой,_,O
NaN,чувствовалось,_,O
NaN,солнце,_,O
Sentence: 282,Само,_,O
NaN,собою,_,O
NaN,разумеется,_,O
NaN,что,_,O
NaN,хитроумный,_,O
NaN,цилиндр,_,O
NaN,поразил,_,O
NaN,Ивана,_,O
Sentence: 283,и,_,O
NaN,в,_,O
NaN,комнату,_,O
NaN,вошла,_,O
NaN,полная,_,O
NaN,симпатичная,_,O
NaN,женщина,_,O
NaN,в,_,O
NaN,белом,_,O
NaN,чистом,_,O
NaN,халате,_,O
NaN,и,_,O
NaN,сказала,_,O
NaN,Ивану:,_,O
NaN,Иван,_,O
NaN,не,_,O
NaN,ответил,_,O
NaN,так,_,O
NaN,как,_,O
NaN,счел,_,O
NaN,это,_,O
NaN,приветствие,_,O
NaN,в,_,O
NaN,данных,_,O
NaN,условиях,_,O
NaN,неуместным,_,O
Sentence: 284,В,_,O
NaN,самом,_,O
NaN,деле,_,O
NaN,засадили,_,O
NaN,здорового,_,O
NaN,человека,_,O
NaN,в,_,O
NaN,лечебницу,_,O
NaN,да,_,O
NaN,еще,_,O
NaN,делают,_,O
NaN,вид,_,O
NaN,что,_,O
NaN,это,_,O
NaN,так,_,O
NaN,и,_,O
NaN,нужно,_,O
Sentence: 285,Иван,_,O
NaN,хоть,_,O
NaN,и,_,O
NaN,решил,_,O
NaN,с,_,O
NaN,женщиной,_,O
NaN,не,_,O
NaN,разговаривать,_,O
NaN,не,_,O
NaN,удержался,_,O
NaN,и,_,O
NaN,видя,_,O
NaN,как,_,O
NaN,вода,_,O
NaN,хлещет,_,O
NaN,в,_,O
NaN,ванну,_,O
NaN,широкой,_,O
NaN,струей,_,O
NaN,из,_,O
NaN,сияющего,_,O
NaN,крана,_,O
NaN,сказал,_,O
NaN,с,_,O
NaN,иронией:,_,O
NaN,–,_,O
NaN,Ишь,_,O
NaN,ты,_,O
Sentence: 286,Как,_,O
NaN,в,_,O
NaN,Метрополе,_,O
Sentence: 287,–,_,O
NaN,Интуристы,_,O
Sentence: 288,До,_,O
NaN,чего,_,O
NaN,же,_,O
NaN,вы,_,O
NaN,все,_,O
NaN,интуристов,_,O
NaN,обожаете,_,O
Sentence: 289,А,_,O
NaN,среди,_,O
NaN,них,_,O
NaN,между,_,O
NaN,прочим,_,O
NaN,разные,_,O
NaN,попадаются,_,O
Sentence: 290,Я,_,B-per
NaN,например,_,O
NaN,вчера,_,O
NaN,с,_,O
NaN,таким,_,O
NaN,познакомился,_,O
NaN,что,_,O
NaN,любодорого,_,O
Sentence: 291,Прикрепленный,_,O
NaN,к,_,O
NaN,новому,_,O
NaN,жилищу,_,O
NaN,насильственно,_,O
NaN,Иван,_,O
NaN,едва,_,O
NaN,руками,_,O
NaN,не,_,O
NaN,всплеснул,_,O
NaN,от,_,O
NaN,развязности,_,O
NaN,женщины,_,O
NaN,и,_,O
NaN,молча,_,O
NaN,ткнул,_,O
NaN,пальцем,_,O
NaN,в,_,O
NaN,пижаму,_,O
NaN,из,_,O
NaN,пунцовой,_,O
NaN,байки,_,O
Sentence: 292,Иван,_,O
NaN,только,_,O
NaN,горько,_,O
NaN,усмехался,_,O
NaN,про,_,O
NaN,себя,_,O
NaN,и,_,O
NaN,размышлял,_,O
NaN,о,_,O
NaN,том,_,O
NaN,как,_,O
NaN,все,_,O
NaN,это,_,O
NaN,глупо,_,O
NaN,и,_,O
NaN,странно,_,O
NaN,получилось,_,O
Sentence: 293,Подумать,_,O
NaN,только,_,O
Sentence: 294,Хотел,_,O
NaN,предупредить,_,O
NaN,всех,_,O
NaN,об,_,O
NaN,опасности,_,O
NaN,грозящей,_,O
NaN,от,_,O
NaN,неизвестного,_,O
NaN,консультанта,_,O
NaN,собирался,_,O
NaN,его,_,O
NaN,изловить,_,O
NaN,а,_,O
NaN,добился,_,O
NaN,только,_,O
NaN,того,_,O
NaN,что,_,O
NaN,попал,_,O
NaN,в,_,O
NaN,какойто,_,O
NaN,таинственный,_,O
NaN,кабинет,_,O
NaN,затем,_,O
NaN,чтобы,_,O
NaN,рассказывать,_,O
NaN,всякую,_,O
NaN,чушь,_,O
NaN,про,_,O
NaN,дядю,_,O
NaN,Федора,_,O
NaN,пившего,_,O
NaN,в,_,O
NaN,Вологде,_,O
NaN,запоем,_,O
Sentence: 295,Нестерпимо,_,O
NaN,глупо,_,O
Sentence: 296,Целое,_,O
NaN,дело,_,O
NaN,сшили,_,O
NaN,–,_,O
NaN,подумал,_,O
NaN,Иван,_,O
Sentence: 297,И,_,O
NaN,полатыни,_,O
NaN,как,_,O
NaN,Пилат,_,O
NaN,говорит,_,O
NaN,–,_,O
NaN,печально,_,O
NaN,подумал,_,O
NaN,Иван,_,O
Sentence: 298,Тут,_,O
NaN,одно,_,O
NaN,слово,_,O
NaN,заставило,_,O
NaN,его,_,O
NaN,вздрогнуть,_,O
NaN,и,_,O
NaN,это,_,O
NaN,было,_,O
NaN,слово,_,O
NaN,шизофрения,_,O
NaN,И,_,O
NaN,ведь,_,O
NaN,это,_,O
NaN,знал,_,O
NaN,–,_,O
NaN,тревожно,_,O
NaN,подумал,_,O
NaN,Иван,_,O
Sentence: 299,–,_,O
NaN,Поэт,_,B-per
NaN,–,_,O
NaN,мрачно,_,O
NaN,ответил,_,O
NaN,Иван,_,O
NaN,и,_,O
NaN,впервые,_,O
NaN,вдруг,_,O
NaN,почувствовал,_,O
NaN,какоето,_,O
NaN,необъяснимое,_,O
NaN,отвращение,_,O
NaN,к,_,O
NaN,поэзии,_,O
NaN,и,_,O
NaN,вспомнившиеся,_,O
NaN,ему,_,O
NaN,тут,_,O
NaN,же,_,O
NaN,собственные,_,O
NaN,его,_,O
NaN,стихи,_,O
NaN,показались,_,O
NaN,почемуто,_,O
NaN,неприятными,_,O
Sentence: 300,–,_,O
NaN,Дело,_,O
NaN,вот,_,O
NaN,в,_,O
NaN,чем,_,O
NaN,–,_,O
NaN,начал,_,O
NaN,Иван,_,O
NaN,чувствуя,_,O
NaN,что,_,O
NaN,настал,_,O
NaN,его,_,O
NaN,час,_,O
NaN,–,_,O
NaN,меня,_,O
NaN,в,_,O
NaN,сумасшедшие,_,O
NaN,вырядили,_,O
NaN,никто,_,O
NaN,не,_,O
NaN,желает,_,O
NaN,меня,_,O
NaN,слушать,_,O
Sentence: 301,–,_,O
NaN,Именно,_,O
NaN,он,_,B-per
NaN,–,_,O
NaN,подтвердил,_,O
NaN,Иван,_,O
NaN,изучая,_,O
NaN,Стравинского,_,O
NaN,–,_,O
NaN,так,_,O
NaN,вот,_,O
NaN,он,_,B-per
NaN,сказал,_,O
NaN,заранее,_,O
NaN,что,_,O
NaN,Аннушка,_,O
NaN,разлила,_,O
NaN,подсолнечное,_,O
NaN,масло,_,O
Sentence: 302,А,_,O
NaN,он,_,B-per
NaN,и,_,O
NaN,поскользнулся,_,O
NaN,как,_,O
NaN,раз,_,O
NaN,на,_,O
NaN,этом,_,O
NaN,месте,_,O
Sentence: 303,Как,_,O
NaN,вам,_,O
NaN,это,_,O
NaN,понравится,_,O
Sentence: 304,–,_,O
NaN,многозначительно,_,O
NaN,осведомился,_,O
NaN,Иван,_,O
NaN,надеясь,_,O
NaN,произвести,_,O
NaN,большой,_,O
NaN,эффект,_,O
NaN,своими,_,O
NaN,словами,_,O
Sentence: 305,Этот,_,O
NaN,вопрос,_,O
NaN,немного,_,O
NaN,расстроил,_,O
NaN,Ивана,_,O
NaN,лицо,_,O
NaN,его,_,O
NaN,передернуло,_,O
Sentence: 306,Он,_,B-per
NaN,умен,_,O
NaN,–,_,O
NaN,подумал,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,надо,_,O
NaN,признаться,_,O
NaN,что,_,O
NaN,среди,_,O
NaN,интеллигентов,_,O
NaN,тоже,_,O
NaN,попадаются,_,O
NaN,на,_,O
NaN,редкость,_,O
NaN,умные,_,O
Sentence: 307,Этого,_,O
NaN,отрицать,_,O
NaN,нельзя,_,O
NaN,–,_,O
NaN,и,_,O
NaN,ответил:,_,O
NaN,–,_,O
NaN,Совершенно,_,O
NaN,правильно,_,O
Sentence: 308,а,_,O
NaN,Иван,_,O
NaN,еще,_,O
NaN,раз,_,O
NaN,подумал:,_,O
NaN,Положительно,_,O
NaN,умен,_,O
Sentence: 309,Предложение,_,O
NaN,профессора,_,O
NaN,ему,_,O
NaN,очень,_,O
NaN,понравилось,_,O
NaN,–,_,O
NaN,Было,_,O
NaN,–,_,O
NaN,хмуро,_,O
NaN,согласился,_,O
NaN,Иван,_,O
Sentence: 310,–,_,O
NaN,Про,_,O
NaN,Понтия,_,O
NaN,Пилата,_,O
NaN,–,_,O
NaN,ответил,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,и,_,O
NaN,глаза,_,O
NaN,его,_,O
NaN,подернулись,_,O
NaN,сумрачной,_,O
NaN,дымкой,_,O
Sentence: 311,–,_,O
NaN,На,_,O
NaN,каком,_,O
NaN,основании,_,O
NaN,я,_,B-per
NaN,опять,_,O
NaN,буду,_,O
NaN,здесь,_,O
Sentence: 312,–,_,O
NaN,тревожно,_,O
NaN,спросил,_,O
NaN,Иван,_,O
Sentence: 313,–,_,O
NaN,При,_,O
NaN,чем,_,O
NaN,здесь,_,O
NaN,кальсоны,_,O
Sentence: 314,–,_,O
NaN,растерянно,_,O
NaN,оглядываясь,_,O
NaN,спросил,_,O
NaN,Иван,_,O
Sentence: 315,Тут,_,O
NaN,чтото,_,O
NaN,странное,_,O
NaN,случилось,_,O
NaN,с,_,O
NaN,Иваном,_,O
NaN,Николаевичем,_,O
Sentence: 316,Его,_,O
NaN,воля,_,O
NaN,как,_,O
NaN,будто,_,O
NaN,раскололась,_,O
NaN,и,_,O
NaN,он,_,B-per
NaN,почувствовал,_,O
NaN,что,_,O
NaN,слаб,_,O
NaN,что,_,O
NaN,нуждается,_,O
NaN,в,_,O
NaN,совете,_,O
Sentence: 317,–,_,O
NaN,Так,_,O
NaN,что,_,O
NaN,же,_,O
NaN,делать,_,O
Sentence: 318,–,_,O
NaN,спросил,_,O
NaN,он,_,B-per
NaN,на,_,O
NaN,этот,_,O
NaN,раз,_,O
NaN,уже,_,O
NaN,робко,_,O
Sentence: 319,–,_,O
NaN,Но,_,O
NaN,его,_,O
NaN,необходимо,_,O
NaN,поймать,_,O
Sentence: 320,–,_,O
NaN,уже,_,O
NaN,моляще,_,O
NaN,воскликнул,_,O
NaN,Иван,_,O
Sentence: 321,Иван,_,O
NaN,Николаевич,_,O
NaN,неожиданно,_,O
NaN,зевнул,_,O
NaN,выражение,_,O
